borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1150,R4,"555 WEST 22ND STREET, 6FE",6FE,10011.0,2019.0,2,R4,1977195,2022-12-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1153,R4,"555 WEST 22ND STREET, 7CW",7CW,10011.0,2019.0,2,R4,5754750,2022-08-30
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1154,R4,"555 WEST 22ND STREET, 7DW",7DW,10011.0,2019.0,2,R4,7762549,2022-08-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1156,R4,"555 WEST 22ND STREET, 7HW",7HW,10011.0,2019.0,2,R4,6704750,2022-08-15
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1157,R4,"555 WEST 22ND STREET, 7CE",7CE,10011.0,2019.0,2,R4,3933715,2022-09-20
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1159,R4,"555 WEST 22ND STREET, 7EE",7EE,10011.0,2019.0,2,R4,2011044,2022-11-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1160,R4,"555 WEST 22ND STREET, 7FE",7FE,10011.0,2019.0,2,R4,2043478,2022-10-07
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1161,R4,"555 WEST 22ND STREET, 8AW",8AW,10011.0,2019.0,2,R4,6450000,2022-08-31
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1162,R4,"555 WEST 22ND STREET, 8BW",8BW,10011.0,2019.0,2,R4,9855956,2023-01-30
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1166,R4,"555 WEST 22ND STREET, 8HW",8HW,10011.0,2019.0,2,R4,6971588,2022-08-11
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1171,R4,"555 WEST 22ND STREET, 8EE",8EE,10011.0,2019.0,2,R4,2050000,2022-11-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1173,R4,"555 WEST 22ND STREET, 9AW",9AW,10011.0,2019.0,2,R4,16772225,2022-08-25
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1177,R4,"555 WEST 22ND STREET, 9HW",9HW,10011.0,2019.0,2,R4,7274700,2022-08-12
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1180,R4,"555 WEST 22ND STREET, 9EE",9EE,10011.0,2019.0,2,R4,2166172,2022-10-26
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1181,R4,"555 WEST 22ND STREET, 9FE",9FE,10011.0,2019.0,2,R4,2175000,2023-01-10
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1185,R4,"555 WEST 22ND STREET, 10DW",10DW,10011.0,2019.0,2,R4,7325219,2022-08-11
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1192,R4,"555 WEST 22ND STREET, 10EE",10EE,10011.0,2019.0,2,R4,2242625,2022-10-26
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1193,R4,"555 WEST 22ND STREET, 10FE",10FE,10011.0,2019.0,2,R4,2293594,2022-10-26
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1195,R4,"555 WEST 22ND STREET, 11BW",11BW,10011.0,2019.0,2,R4,17863125,2022-11-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1206,R4,"555 WEST 22ND STREET, 12DE",12DE,10011.0,2019.0,2,R4,4146326,2022-09-30
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1211,R4,"555 WEST 22ND STREET, 14DE",14DE,10011.0,2019.0,2,R4,4536219,2022-10-26
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1215,R4,"555 WEST 22ND STREET, 15CW",15CW,10011.0,2019.0,2,R4,9250000,2022-09-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1231,R4,"555 WEST 22ND STREET, 19AW",19AW,10011.0,2019.0,2,R4,12570000,2022-12-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1233,R4,"555 WEST 22ND STREET, 19CW",19CW,10011.0,2019.0,2,R4,10105250,2022-12-22
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1236,R4,"555 WEST 22ND STREET, 20CW",20CW,10011.0,2019.0,2,R4,10672196,2022-12-20
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1104,R4,"519 WEST 23RD STREET, R4",R4,10011.0,2005.0,2,R4,2337500,2022-09-08
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1204,R4,"521 WEST 23RD STREET, 3FL-R",3FL-R,10011.0,,2,R4,2060000,2022-07-06
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1335,R4,"555 WEST 23RD STREET, N4A",N4A,10011.0,2005.0,2,R4,1054000,2023-01-09
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1407,R4,"555 WEST 23RD STREET, N6K",N6K,10011.0,2005.0,2,R4,995000,2022-09-12
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1419,R4,"555 WEST 23RD STREET, S6F",S6F,10011.0,2005.0,2,R4,1025000,2022-07-25
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1431,R4,"555 WEST 23RD STREET, N7B",N7B,10011.0,2005.0,2,R4,1052000,2022-07-14
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1440,R4,"555 WEST 23RD STREET, N7L",N7L,10011.0,2005.0,2,R4,0,2022-04-03
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1440,R4,"555 WEST 23RD STREET, N7L",N7L,10011.0,2005.0,2,R4,0,2022-11-03
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1441,R4,"555 WEST 23RD STREET, N7M",N7M,10011.0,2005.0,2,R4,1085000,2022-11-21
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1445,R4,"555 WEST 23RD STREET, N7R",N7R,10011.0,2005.0,2,R4,745000,2022-10-03
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1448,R4,"555 WEST 23RD STREET, S7C",S7C,10011.0,2005.0,2,R4,970000,2022-10-28
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1466,R4,"555 WEST 23 STREET, N8E",N8E,10011.0,2005.0,2,R4,999000,2022-12-22
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1531,R4,"555 WEST 23RD STREET, N10F",N10F,10011.0,2005.0,2,R4,1785000,2022-03-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1536,R4,"555 WEST 23RD STREET, N10L",N10L,10011.0,2005.0,2,R4,1050000,2022-07-15
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1546,R4,"555 WEST 23RD STREET, S10E",S10E,10011.0,2005.0,2,R4,1050000,2022-11-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1549,R4,"555 WEST 23RD STREET, S10H",S10H,10011.0,2005.0,2,R4,990000,2023-02-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1554,R4,"555 WEST 23RD STREET, S10N",S10N,10011.0,2005.0,2,R4,750000,2022-06-13
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1571,R4,"555 WEST 23RD STREET, S11E",S11E,10011.0,2005.0,2,R4,995000,2022-08-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1593,R4,"555 WEST 23RD STREET, S12B",S12B,10011.0,2005.0,2,R4,750000,2023-02-22
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1606,R4,"555 WEST 23RD, S12Q",S12Q,10011.0,2005.0,2,R4,1050000,2022-06-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1613,R4,"555 WEST 23RD STREET, S14F",S14F,10011.0,2005.0,2,R4,2226000,2022-08-10
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1804,R4,"200 11TH AVENUE, 4N",4N,10011.0,2007.0,2,R4,0,2022-09-06
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,1908,R4,"515 WEST 23RD STREET, RU3",RU3,10011.0,2008.0,2,R4,4050000,2022-12-28
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,2314,R4,"514 WEST 24TH STREET, 8",8,10011.0,2016.0,2,R4,15008275,2022-03-15
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,695,2315,R4,"514 WEST 24TH STREET, 9",9,10011.0,2016.0,2,R4,12759500,2022-05-11
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,696,1111,R4,"245 10TH AVENUE, 11/6W",11/6W,10001.0,2007.0,2,R4,3950000,2022-03-25
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1243,R4,"540 WEST 28TH STREET, 6F",6F,10001.0,2009.0,2,R4,1265000,2022-10-13
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1275,R4,"540 WEST 28 STREET, 10B",10B,10001.0,2009.0,2,R4,0,2022-06-23
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1278,R4,"540 WEST 28TH STREET, 10E",10E,10001.0,2009.0,2,R4,1599000,2022-06-21
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1286,R4,"540 WEST 28TH STREET, 12C",12C,10001.0,2009.0,2,R4,2650000,2022-12-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1289,R4,"540 WEST 28TH STREET, 13A",13A,10001.0,2009.0,2,R4,0,2022-07-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1292,R4,"540 WEST 28TH STREET, 13D",13D,10001.0,2009.0,2,R4,2650000,2022-12-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1302,R4,"520 WEST 28TH STREET, RM",RM,10001.0,2014.0,2,R4,2545625,2022-10-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1307,R4,"520 WEST 28TH STREET, 5",5,10001.0,2014.0,2,R4,4500000,2022-03-03
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1322,R4,"520 WEST 28TH STREET, 20",20,10001.0,2014.0,2,R4,12500000,2022-04-27
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1332,R4,"520 WEST 28TH STREET, 30",30,10001.0,2014.0,2,R4,4200000,2022-03-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1335,R4,"520 WEST 28TH STREET, 33",33,10001.0,2014.0,2,R4,0,2022-12-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,699,1335,R4,"520 WEST 28TH STREET, 33",33,10001.0,2014.0,2,R4,7525000,2022-07-20
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,700,1018,R4,"522 WEST 29TH STREET, 5B",5B,10001.0,2014.0,2,R4,5450000,2022-11-28
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,700,1108,R4,"550 WEST 29TH STREET, 5A",5A,10001.0,2016.0,2,R4,0,2022-11-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,700,1115,R4,"550 WEST 29TH STREET, 7D",7D,10001.0,2016.0,2,R4,3100000,2022-05-26
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,700,1116,R4,"550 WEST 29TH STREET, 9A",9A,10001.0,2016.0,2,R4,3950000,2022-05-26
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,701,1202,R4,"515 WEST 29TH STREET, 2S",2S,10001.0,1928.0,2,R4,3677900,2022-06-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,701,1205,R4,"515 WEST 29TH STREET, 3N",3N,10001.0,1928.0,2,R4,3925000,2022-07-27
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,701,1211,R4,"515 WEST 29 STREET, 6N",6N,10001.0,1928.0,2,R4,4700000,2022-05-27
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,701,1212,R4,"515 WEST 29TH STREET, 7S",7S,10001.0,1928.0,2,R4,6073463,2022-03-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1050,R4,"450 WEST 17TH STREET, 1206",1206,10011.0,2006.0,2,R4,2750000,2022-04-08
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1053,R4,"450 WEST 17TH ST, 1209",1209,10011.0,2006.0,2,R4,1230000,2022-08-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1058,R4,"450 WEST 17TH STREET, 1215",1215,10011.0,2006.0,2,R4,1475000,2022-04-26
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1059,R4,"450 WEST 17TH STREET, 12167",12167,10011.0,2006.0,2,R4,0,2022-04-29
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1059,R4,"450 WEST 17TH STREET, 12167",12167,10011.0,2006.0,2,R4,0,2022-11-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1073,R4,"450 WEST 17TH STREET, 1409",1409,10011.0,2006.0,2,R4,2250000,2022-06-09
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1075,R4,"450 WEST 17TH STREET, 1501",1501,10011.0,2006.0,2,R4,1125000,2022-05-25
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1091,R4,"450 WEST 17TH STREET, 1608",1608,10011.0,2006.0,2,R4,2950000,2022-11-09
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1093,R4,"450 W 17TH ST, 1610",1610,10011.0,2006.0,2,R4,1705000,2022-05-31
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1108,R4,"450 WEST 17TH STREET, 1804",1804,10011.0,2006.0,2,R4,2500000,2022-05-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1110,R4,"450 WEST 17TH STREET, 1806",1806,10011.0,2006.0,2,R4,1270000,2022-04-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1135,R4,"450 WEST 17 STREET, 2101",2101,10011.0,2006.0,2,R4,0,2022-03-10
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1143,R4,"450 WEST 17TH STREET, 2201",2201,10011.0,2006.0,2,R4,1760000,2023-01-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1150,R4,"450 WEST 17TH STREET, 2208",2208,10011.0,2006.0,2,R4,3150000,2022-09-30
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1157,R4,"450 WEST 17TH STREET, 2307",2307,10011.0,2006.0,2,R4,4500000,2022-03-11
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,714,1162,R4,"450 WEST 17TH STREET, 2404",2404,10011.0,2006.0,2,R4,2680000,2023-02-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1103,R4,"444 WEST 19TH STREET, 203",203,10011.0,,2,R4,1446250,2022-08-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1118,R4,"444 WEST 19TH STREET, 504",504,10011.0,,2,R4,4850000,2022-04-01
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1119,R4,"444 WEST 19TH STREET, 505",505,10011.0,,2,R4,4850000,2022-04-01
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1121,R4,"444 WEST 19TH STREET, 602",602,10011.0,,2,R4,1175000,2022-03-31
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1127,R4,"444 WEST 19TH STREET, 703",703,10011.0,,2,R4,2600000,2022-05-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1210,R4,"447 W 18 ST, 3A",3A,10011.0,2007.0,2,R4,2200000,2022-05-03
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1221,R4,"447 WEST 18TH STREET, 5B",5B,10011.0,2007.0,2,R4,1570000,2022-08-11
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1222,R4,"447 WEST 18TH STREET, 5C",5C,10011.0,2007.0,2,R4,2400000,2022-06-10
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1404,R4,"456 WEST 19TH STREET, 2/3B",2/3B,10011.0,2008.0,2,R4,1965000,2022-03-01
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1408,R4,"456 WEST 19TH STREET, 2/3F",2/3F,10011.0,2008.0,2,R4,3800000,2022-09-15
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,716,1417,R4,"456 WEST 19TH STREET, 6/7C",6/7C,10011.0,2008.0,2,R4,2150000,2022-05-05
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,717,1002,R4,"422 WEST 20TH STREET, PAR A",PAR A,10011.0,1920.0,2,R4,2515000,2022-08-26
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,717,1011,R4,"422 WEST 20TH STREET, 2D",2D,10011.0,1920.0,2,R4,1420000,2022-12-21
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,717,1014,R4,"422 WEST 20TH STREET, 2G",2G,10011.0,1920.0,2,R4,1440000,2022-12-08
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,717,1015,R4,"422 WEST 20TH STREET, 2H",2H,10011.0,1920.0,2,R4,1400000,2022-09-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,717,1038,R4,"422 WEST 20TH STREET, 5H",5H,10011.0,1920.0,2,R4,1644452,2022-06-28
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,717,1128,R4,"445 WEST 19TH STREET, PHC",PHC,10011.0,1989.0,2,R4,2520000,2022-08-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,717,1129,R4,"445 WEST 19TH STREET, 1D",1D,10011.0,1989.0,2,R4,675000,2022-07-27
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,717,1155,R4,"445 WEST 19TH STREET, PHF",PHF,10011.0,1989.0,2,R4,1675000,2022-04-08
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,717,1157,R4,"445 WEST 19TH STREET, 2G",2G,10011.0,1989.0,2,R4,845000,2022-11-10
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,717,1404,R4,"455 WEST 19TH STREET, 4S",4S,10011.0,1900.0,2,R4,2749275,2022-04-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,720,1009,R4,"420 WEST 23RD STREET, 2A",2A,10011.0,1985.0,2,R4,1050000,2022-12-12
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,720,1021,R4,"420 WEST 23RD STREET, 5B",5B,10011.0,1984.0,2,R4,0,2022-06-13
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,722,1001,R4,"420 WEST 25TH STREET, 1A",1A,10001.0,,2,R4,1300000,2022-05-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,722,1033,R4,"420 WEST 25TH STREET, 4E",4E,10001.0,,2,R4,1575000,2022-05-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,722,1036,R4,"420 WEST 25TH STREET, 4H",4H,10001.0,,2,R4,1435000,2022-09-23
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,722,1038,R4,"420 WEST 25TH STREET, 4K",4K,10001.0,,2,R4,1050000,2023-02-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,722,1059,R4,"420 WEST 25TH STREET, 7A",7A,10001.0,,2,R4,1531500,2022-08-05
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,722,1069,R4,"420 WEST 25TH STREET, 8A",8A,10001.0,,2,R4,1475000,2022-06-14
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,722,1076,R4,"420 WEST 25TH STREET, 8H",8H,10001.0,,2,R4,1737500,2022-05-06
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,722,1079,R4,"420 WEST 25TH STREET, 9C",9C,10001.0,,2,R4,2840000,2022-09-08
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,723,1030,R4,"263 9TH AVENUE, 6E",6E,10001.0,,2,R4,2500000,2022-06-13
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,723,1048,R4,"263 9 AVENUE, PHC",PHC,10001.0,,2,R4,5375000,2023-02-01
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,738,1303,R4,"345 WEST 14TH STREET, 2C",2C,10014.0,1960.0,2,R4,1775000,2022-07-20
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,738,1313,R4,"345 WEST 14 STREET, 4A",4A,10014.0,1960.0,2,R4,2625000,2023-02-01
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,738,1317,R4,"345 WEST 14TH STREET, 5A",5A,10014.0,1960.0,2,R4,2730000,2022-12-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,738,1323,R4,"345 WEST 14TH STREET, 6C",6C,10014.0,1960.0,2,R4,1800000,2022-07-07
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,742,1010,R4,"305 WEST 18TH STREET, 4B",4B,10011.0,1950.0,2,R4,0,2022-03-11
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,742,1019,R4,"305 WEST 18TH STREET, 1D",1D,10011.0,1950.0,2,R4,0,2022-08-23
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,742,1019,R4,"305 WEST 18TH STREET, 1D",1D,10011.0,1950.0,2,R4,990000,2022-05-09
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,742,1024,R4,"305 WEST 18TH STREET, 6D",6D,10011.0,1950.0,2,R4,1150000,2023-01-13
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,742,1027,R4,"305 WEST 18TH STREET, 3E",3E,10011.0,1950.0,2,R4,0,2022-08-15
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,742,1039,R4,"305 WEST 18 STREET, 3G",3G,10011.0,1950.0,2,R4,0,2022-08-05
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,742,1060,R4,"305 WEST 18TH STREET, 6K",6K,10011.0,1950.0,2,R4,0,2022-03-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,746,1111,R4,"344 WEST 23RD STREET, 3B",3B,10011.0,1983.0,2,R4,1195000,2022-07-05
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,746,1114,R4,"344 WEST 23RD STREET, 3E",3E,10011.0,1983.0,2,R4,975000,2023-02-09
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,746,1117,R4,"344 WEST 23RD STREET, 4C",4C,10011.0,1983.0,2,R4,1450000,2022-07-14
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,746,1123,R4,"344 WEST 23RD STREET, 5D",5D,10011.0,1983.0,2,R4,1315000,2022-06-15
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,746,1143,R4,"344 WEST 23RD STREET, PHC",PHC,10011.0,1983.0,2,R4,2900000,2022-07-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,746,1316,R4,"305 WEST 22ND STREET, 3D",3D,10011.0,1920.0,2,R4,1925000,2022-04-29
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,746,1326,R4,"305 WEST 22ND STREET, 6B",6B,10011.0,1920.0,2,R4,0,2022-09-30
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,746,1406,R4,"322 WEST 23RD STREET, 3B",3B,10011.0,,2,R4,2112500,2022-11-23
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,746,1613,R4,"350 WEST 23RD STREET, PHB",PHB,10011.0,1910.0,2,R4,4375000,2022-12-13
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,751,1009,R4,"360 WEST 28TH STREET, 4B",4B,10001.0,2002.0,2,R4,800000,2022-11-01
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,753,1109,R4,"308 WEST 30TH STREET, 2E",2E,10001.0,1925.0,2,R4,935000,2022-04-20
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,753,1131,R4,"308 WEST 30TH STREET, 6C",6C,10001.0,1925.0,2,R4,850000,2022-04-25
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,753,1132,R4,"308 WEST 30TH STREET, 6D",6D,10001.0,1925.0,2,R4,830000,2022-03-14
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,753,1143,R4,"308 WEST 30TH STREET, 8C",8C,10001.0,1925.0,2,R4,875000,2022-05-09
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,753,1147,R4,"308 WEST 30TH STREET, 9A",9A,10001.0,1925.0,2,R4,890969,2022-03-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,764,1211,R4,"245 WEST 14TH STREET, 4C",4C,10011.0,2009.0,2,R4,1700000,2022-04-06
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,764,1305,R4,"209 WEST 14TH STREET, 2C",2C,10011.0,2015.0,2,R4,1550000,2022-08-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,764,1314,R4,"209 WEST 14TH STREET, 6A",6A,10011.0,2015.0,2,R4,3995000,2022-09-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,766,1112,R4,"270 WEST 17TH STREET, 6B",6B,10011.0,1989.0,2,R4,1584000,2022-03-25
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,766,1116,R4,"270 WEST 17TH STREET, 5C",5C,10011.0,1989.0,2,R4,1330000,2022-08-23
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,766,1139,R4,"270 WEST 17TH STREET, 6H",6H,10011.0,1989.0,2,R4,820000,2022-10-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,766,1160,R4,"270 WEST 17TH STREET, 7A",7A,10011.0,1989.0,2,R4,1100000,2022-06-01
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,766,1162,R4,"270 WEST 17TH STREET, 9A",9A,10011.0,1989.0,2,R4,1260000,2022-06-03
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,766,1164,R4,"270 WEST 17TH STREET, 11A",11A,10011.0,1989.0,2,R4,950000,2022-12-12
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,766,1166,R4,"270 WEST 17TH STREET, 14A",14A,10011.0,1989.0,2,R4,1280000,2022-08-23
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,766,1183,R4,"270 WEST 17TH STREET, 8C",8C,10011.0,1989.0,2,R4,0,2022-07-20
